,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,SalePrice,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
313,7,1965,1965,2136,2036,2036,2,8,1965.0,2,513,375000,True,False,False,False,True
314,7,1925,1990,728,832,1641,1,6,1925.0,2,546,178000,True,False,False,True,False
315,7,2004,2005,716,716,1432,2,6,2004.0,2,432,188500,False,True,False,False,False
316,7,1980,1980,845,1153,2353,2,10,1983.0,2,484,260000,False,False,False,True,False
317,8,2006,2006,1088,1088,1959,2,8,2006.0,3,1025,270000,False,True,False,False,False
318,7,1993,1993,1347,1372,2646,2,9,1993.0,3,656,260000,False,True,False,False,False
319,7,1980,1980,1372,1472,1472,2,6,1980.0,2,588,187500,True,False,False,False,True
320,9,2006,2006,1249,1249,2596,3,9,2006.0,3,840,342643,True,True,True,False,False
321,8,2004,2004,1136,1136,2468,2,10,2004.0,3,872,354000,False,True,True,False,False
322,7,1986,1987,1502,1553,2730,2,8,1987.0,2,576,301000,False,False,False,False,False
323,3,1955,2005,1162,1163,1163,1,6,1955.0,1,220,126175,True,False,False,False,True
324,7,1967,2007,710,1898,2978,2,11,1961.0,2,564,242000,False,False,False,False,False
325,5,1941,1950,720,803,803,1,5,1941.0,2,360,87000,True,False,False,False,True
326,8,1993,1993,1719,1719,1719,1,6,1993.0,2,473,324000,False,True,False,False,False
327,6,1960,1960,1383,1383,1383,1,7,1960.0,1,292,145250,True,False,False,False,True
328,6,1916,1994,844,1445,2134,2,10,1930.0,2,441,214500,True,False,False,False,False
329,5,1920,1950,596,596,1192,1,6,1920.0,1,189,78000,True,True,False,False,True
330,5,1964,1964,1728,1728,1728,2,10,2002.0,1,352,119000,True,False,False,False,True
331,5,1958,1992,1056,1056,1056,1,6,1958.0,1,308,139000,True,False,False,False,True
332,8,2003,2004,3206,1629,1629,2,7,2003.0,3,880,284000,False,True,False,False,False
333,7,2004,2004,1358,1358,1358,2,6,2004.0,2,484,207000,False,True,False,False,False
334,6,1998,1998,943,943,1638,2,7,1998.0,2,472,192000,True,True,False,False,True
335,5,1965,1965,1499,1619,1786,2,7,1965.0,2,529,228950,True,False,False,False,True
336,9,2005,2006,1922,1922,1922,2,8,2005.0,3,676,377426,False,True,True,False,False
337,7,2002,2003,1536,1536,1536,2,7,2002.0,2,532,214000,False,True,False,False,False
338,7,1984,1998,1208,1621,1621,2,8,1984.0,2,440,202500,False,False,False,False,False
339,6,1958,1998,1215,1215,1215,1,6,1958.0,1,297,155000,True,False,False,False,True
340,8,2002,2002,967,993,1908,2,9,2002.0,2,431,202900,False,True,False,False,False
341,4,1950,1950,721,841,841,1,4,1950.0,1,294,82000,False,False,False,False,True
342,3,1949,1950,0,1040,1040,2,6,1949.0,2,400,87500,True,False,False,False,True
343,9,2005,2005,1684,1684,1684,2,6,2005.0,2,564,266000,False,True,True,True,False
344,5,1976,1976,536,536,1112,1,4,1976.0,1,336,85000,True,False,False,False,True
345,6,1939,1950,972,972,1577,1,6,1939.0,1,312,140200,True,False,False,False,False
346,6,1960,1998,958,958,958,1,5,1960.0,1,301,151500,True,False,False,False,True
347,6,1960,1960,1478,1478,1478,2,6,1960.0,2,498,157500,True,False,False,False,True
348,7,2003,2004,764,764,1626,2,6,2003.0,2,474,154000,False,True,False,False,False
349,9,2005,2006,1848,1848,2728,2,10,2006.0,3,706,437154,False,True,True,True,False
350,9,2007,2007,1869,1869,1869,2,6,2007.0,2,617,318061,False,True,True,True,False
351,7,1986,1986,1453,1453,1453,1,6,1986.0,2,445,190000,True,True,False,False,False
352,5,1941,1950,616,616,1111,1,5,1941.0,1,200,95000,True,False,False,False,True
353,6,1928,2003,624,720,720,1,5,2005.0,2,484,105900,True,False,False,False,True
354,6,1940,2000,940,1192,1595,1,6,1940.0,1,240,140000,True,False,False,False,True
355,6,1995,1995,1200,1200,1200,2,6,1995.0,2,521,177500,False,True,False,False,False
356,6,1992,1992,1158,1167,1167,2,6,1992.0,2,400,173000,True,True,False,False,False
357,5,1976,1976,1142,1142,1142,1,6,1976.0,2,528,134000,True,True,False,False,True
358,5,1958,1958,1062,1352,1352,1,6,1958.0,1,288,130000,True,False,False,False,False
359,8,1998,1998,1086,1086,1924,2,7,1998.0,2,592,280000,False,True,False,False,False
360,6,1978,1978,888,912,912,1,5,1978.0,2,470,156000,True,False,False,False,True
361,5,1940,1982,883,988,1505,1,8,1940.0,1,240,145000,True,False,False,False,True
362,7,2003,2003,0,495,1922,3,7,2003.0,2,672,198500,False,False,False,False,False
363,6,1972,2007,483,483,987,1,5,1972.0,1,264,118000,True,False,False,False,False
364,6,1976,1976,796,790,1574,2,6,1976.0,2,566,190000,True,True,False,False,True
365,5,1920,1997,672,672,1344,1,6,1964.0,1,468,147000,True,False,False,False,True
366,6,1963,1963,1394,1394,1394,1,6,1963.0,2,514,159000,True,False,False,False,True
367,6,1962,1962,1099,1431,1431,1,6,1962.0,1,296,165000,True,False,False,False,True
368,5,1954,1954,1268,1268,1268,1,7,1954.0,1,244,132000,True,True,False,False,True
369,5,1959,2006,1063,1287,1287,1,7,1997.0,2,576,162000,True,False,False,False,False
370,6,2000,2000,953,953,1664,2,7,2000.0,2,460,172400,True,True,False,False,True
371,4,1959,1959,0,1120,1588,2,7,1991.0,2,680,134432,True,False,False,False,True
372,6,1984,1984,744,752,752,1,4,1984.0,1,264,125000,True,False,False,False,True
373,5,1953,1953,608,1319,1319,1,5,1953.0,1,270,123000,True,True,False,False,True
374,7,2003,2004,847,847,1928,2,8,2003.0,2,434,219500,False,True,False,False,False
375,1,1922,1950,683,904,904,0,4,,0,0,61000,False,False,False,False,False
376,5,1996,1996,870,914,914,1,5,1998.0,2,576,148000,False,True,False,False,True
377,8,2004,2005,1580,1580,2466,3,8,2004.0,2,610,340000,False,True,False,False,False
378,9,2010,2010,1856,1856,1856,1,8,2010.0,3,834,394432,False,True,True,True,False
379,6,2000,2000,982,1007,1800,2,7,2000.0,2,463,179000,True,True,False,False,True
380,5,1924,1950,1026,1026,1691,2,6,1924.0,1,308,127000,True,False,False,False,False
381,7,2006,2006,1293,1301,1301,2,5,2006.0,2,572,187750,False,True,False,False,False
382,7,2006,2006,939,939,1797,2,8,2006.0,2,639,213500,False,True,False,False,False
383,6,1928,1950,784,784,784,1,5,1950.0,2,360,76000,True,False,False,False,True
384,6,1992,1992,1580,1079,1953,2,9,1992.0,2,501,240000,False,True,False,False,False
385,8,2004,2005,1256,1269,1269,2,6,2004.0,2,430,192000,False,True,False,False,False
386,5,1910,1996,658,658,1184,1,8,,0,0,81000,True,True,False,False,True
387,6,1976,1976,1041,1125,1125,1,6,1977.0,1,352,125000,True,False,False,False,True
388,7,1999,2000,1468,1479,1479,2,6,1999.0,2,577,191000,False,True,False,False,False
389,10,2007,2008,1682,1742,2332,2,9,2008.0,3,846,426000,False,True,True,True,False
390,5,1900,1950,861,961,1367,1,7,1978.0,1,384,119000,True,False,False,False,True
391,6,2001,2002,804,804,1961,2,7,2001.0,2,560,215000,True,True,True,False,False
392,5,1959,1959,0,882,882,1,5,1959.0,1,294,106500,True,False,False,False,True
393,4,1941,1950,788,788,788,1,4,,0,0,100000,True,False,False,False,True
394,5,1940,1950,735,735,1034,1,5,1940.0,1,240,109000,True,False,False,False,True
395,5,1956,1956,1144,1144,1144,1,6,1956.0,1,596,129000,True,False,False,False,True
396,5,1972,1972,894,894,894,1,6,1985.0,2,600,123000,True,False,False,False,True
397,5,1962,1962,864,876,1812,2,8,1962.0,1,264,169500,True,False,False,False,True
398,5,1920,1950,961,1077,1077,1,6,1920.0,1,338,67000,True,False,False,False,True
399,7,2006,2007,1092,1112,1550,2,7,2007.0,2,438,241000,False,True,False,False,False
400,8,1996,1996,1260,1288,1288,1,4,1996.0,2,500,245500,False,True,False,True,False
401,7,2005,2005,1310,1310,1310,2,6,2005.0,2,400,164990,False,True,False,False,False
402,5,1940,1997,672,672,672,1,4,1940.0,1,240,108000,True,True,False,False,True
403,8,1998,1998,1141,1165,2263,2,10,1998.0,2,420,258000,False,True,False,False,False
404,6,1995,1996,806,806,1572,2,7,1995.0,2,373,168000,True,True,False,False,True
405,4,1976,1993,1281,1620,1620,2,8,1993.0,2,490,150000,True,False,False,False,True
406,6,1936,1950,1064,1166,1639,1,6,1936.0,1,240,115000,True,False,False,False,True
407,6,1915,1976,840,840,1680,2,8,1960.0,1,308,177000,True,False,False,False,True
408,7,2006,2006,1063,1071,2172,2,9,2006.0,3,947,280000,False,True,True,False,False
409,8,2007,2008,1034,1050,2078,2,8,2008.0,3,836,339750,False,True,True,True,False
410,5,1958,1958,1276,1276,1276,1,5,1958.0,1,350,60000,True,False,False,False,True
411,5,1955,1955,1056,1056,1056,1,5,1955.0,2,572,145000,True,False,False,False,True
412,7,2009,2009,1470,1478,1478,2,7,2009.0,2,484,222000,False,True,True,False,False
413,5,1927,1950,1008,1028,1028,1,5,1927.0,2,360,115000,True,False,False,False,True
414,7,1993,1993,1080,1080,2097,2,9,1993.0,3,678,228000,False,True,False,False,False
415,7,2007,2007,1340,1340,1340,2,6,2007.0,2,396,181134,False,True,False,False,False
416,6,1978,1978,672,672,1400,1,6,1978.0,2,440,149500,True,False,False,False,True
417,6,1918,1950,1370,1370,2624,2,10,1918.0,3,864,239000,True,False,False,False,True
418,5,1940,1950,756,756,1134,1,7,1940.0,1,240,126000,True,False,False,False,True
419,5,1968,1968,1056,1056,1056,1,6,1968.0,1,304,142000,True,False,False,False,True
420,7,1997,1998,1344,1344,1344,2,8,1997.0,4,784,206300,True,True,False,False,True
421,6,1977,2000,1602,1602,1602,2,8,1977.0,2,529,215000,False,False,False,False,False
422,5,1954,1954,988,988,988,1,4,1954.0,2,520,113000,True,False,False,False,True
423,8,1998,1998,1470,1470,2630,2,8,1998.0,3,696,315000,False,True,False,False,False
424,6,1956,1956,1196,1196,1196,1,6,1956.0,1,297,139000,True,False,False,False,True
425,7,1946,1992,651,707,1389,1,6,1947.0,1,240,135000,True,False,False,False,True
426,7,1989,1989,1518,1644,1644,2,5,1989.0,2,569,275000,False,True,False,False,False
427,4,1957,1957,907,907,907,1,5,1964.0,1,352,109008,True,False,False,False,True
428,7,2007,2007,1208,1208,1208,2,6,2007.0,2,628,195400,False,True,False,False,False
429,6,1988,1988,1392,1412,1412,2,6,1988.0,2,576,175000,True,False,False,False,False
430,6,1971,1971,483,483,987,1,4,1971.0,1,264,85400,True,False,False,False,True
431,6,1920,1998,901,1088,1198,1,7,,0,0,79900,True,False,False,False,True
432,5,1971,1971,765,765,1365,1,6,1971.0,2,440,122500,True,False,False,False,True
433,6,1997,1998,926,926,1604,2,7,1997.0,2,470,181000,True,True,False,False,True
434,4,1972,1972,630,630,630,1,3,,0,0,81000,True,False,False,False,True
435,7,1996,1996,799,827,1661,2,6,1996.0,2,550,212000,False,True,False,False,False
436,6,1920,1950,648,734,1118,1,6,1990.0,2,440,116000,True,False,False,False,True
437,6,1926,2004,884,904,904,1,4,1926.0,1,180,119000,False,True,False,False,True
438,5,1913,2002,440,694,694,1,4,1990.0,1,352,90350,True,True,False,False,False
439,6,1920,2000,684,684,1196,1,7,2005.0,2,528,110000,True,False,False,False,False
440,10,2008,2008,3094,2402,2402,2,10,2008.0,3,672,555000,False,True,True,True,False
441,4,1955,1955,1440,1440,1440,2,8,,0,0,118000,True,False,False,False,False
442,5,1930,1992,1078,1128,1573,2,8,1930.0,2,360,162900,True,True,False,False,True
443,7,2006,2007,1258,1258,1258,2,6,2007.0,3,648,172500,False,True,True,False,False
444,7,1994,1995,915,933,1908,2,8,1994.0,2,493,210000,False,True,False,False,False
445,6,1956,1956,1436,1689,1689,1,7,1956.0,2,480,127500,True,False,False,False,True
446,6,1966,2002,1517,1888,1888,2,6,1966.0,2,578,190000,False,False,False,False,False
447,7,1998,1999,930,956,1886,2,10,1998.0,2,431,199900,False,True,False,False,False
448,6,1937,1950,780,780,1376,2,7,1937.0,1,198,119500,True,False,False,False,True
449,3,1948,2002,649,679,1183,1,6,1981.0,1,308,120000,True,False,False,False,True
450,6,1930,2005,813,813,813,1,5,1932.0,1,270,110000,True,False,False,False,False
451,7,1975,1975,1533,1533,1533,2,5,1975.0,2,576,280000,True,False,False,False,False
452,6,1996,1997,872,888,1756,2,7,1996.0,2,422,204000,False,True,True,False,True
453,8,2008,2008,768,786,1590,2,6,2008.0,2,676,210000,False,True,False,False,False
454,5,1976,1976,1728,1728,1728,2,8,1976.0,2,560,188000,True,False,False,False,True
455,7,1973,1973,1242,1242,1242,1,6,1973.0,2,528,175500,True,False,False,False,True
456,5,1916,1950,624,624,1344,1,7,1916.0,3,513,98000,True,False,False,False,True
457,4,1954,1994,1364,1663,1663,1,6,1954.0,2,529,256000,True,False,False,False,False
458,8,1925,1996,588,833,1666,1,7,1925.0,1,228,161000,True,True,False,False,False
459,5,1950,1950,709,979,1203,1,5,1950.0,1,352,110000,True,False,False,False,False
460,8,2009,2009,832,832,1935,2,8,2009.0,2,552,263435,False,True,False,False,True
461,7,1936,2007,560,575,1135,1,6,1971.0,2,576,155000,False,True,False,False,False
462,5,1965,1965,864,864,864,1,5,1965.0,1,360,62383,True,False,False,False,True
463,6,1934,1995,715,849,1660,1,6,1939.0,1,240,188700,True,False,False,False,True
464,5,1978,1978,1040,1040,1040,2,5,,0,0,124000,True,False,False,False,True
465,7,2004,2004,1375,1414,1414,2,6,2004.0,2,398,178740,False,True,False,False,False
466,7,1970,1970,1277,1277,1277,1,5,1970.0,2,526,167000,True,False,False,False,True
467,5,1942,1995,728,888,1644,1,7,1942.0,1,312,146500,True,False,False,False,False
468,8,2006,2006,1626,1634,1634,2,7,2006.0,3,866,250000,False,True,False,False,False
469,6,1993,1993,832,832,1710,2,7,1993.0,2,506,187000,False,True,False,False,False
470,8,1985,1985,1488,1502,1502,1,4,1985.0,2,528,212000,False,True,False,False,False
471,7,1977,1977,808,1161,1969,2,8,1977.0,2,534,190000,True,False,False,False,True
472,6,2005,2005,547,1072,1072,1,5,2005.0,2,525,148000,True,True,False,False,True
473,8,2006,2007,1976,1976,1976,2,7,2006.0,3,908,440000,False,True,True,False,False
474,8,2000,2000,1494,1652,1652,2,6,2000.0,2,499,251000,False,True,False,True,False
475,5,1963,1963,970,970,970,1,5,1996.0,2,624,132500,True,False,False,False,True
476,6,1997,1998,1478,1493,1493,2,7,1997.0,2,508,208900,True,True,False,False,False
477,9,2006,2006,2153,2069,2643,2,9,2006.0,3,694,380000,False,True,False,True,False
478,8,2007,2008,1705,1718,1718,2,7,2007.0,3,826,297000,False,True,True,False,False
479,4,1937,2000,907,1131,1131,1,7,1995.0,2,672,89471,True,False,False,False,True
480,9,2004,2005,1833,1850,1850,2,8,2004.0,3,772,326000,False,True,True,False,False
481,9,2003,2004,1792,1792,1792,2,6,2003.0,3,874,374000,False,True,True,True,False
482,7,1915,2005,910,916,1826,1,7,1915.0,1,164,155000,False,True,False,True,False
483,6,1998,1998,1216,1216,1216,2,5,1998.0,2,402,164000,True,True,True,False,True
484,5,1962,2001,999,999,999,1,6,1963.0,1,264,132500,True,False,False,False,False
485,5,1950,2007,1113,1113,1113,1,5,1950.0,1,264,147000,False,False,False,False,False
486,5,1965,1965,1073,1073,1073,1,6,1965.0,2,515,156000,True,False,False,False,True
487,5,1971,1971,1484,1484,1484,2,7,1971.0,2,487,175000,True,False,False,False,True
488,5,1900,1970,954,1766,2414,2,10,1970.0,2,520,160000,True,False,False,False,True
489,4,1970,2002,630,630,630,1,3,1970.0,1,286,86000,True,False,False,False,False
490,5,1976,1976,264,616,1304,1,4,1976.0,1,336,115000,True,True,False,False,True
491,6,1941,1950,806,958,1578,1,5,1941.0,1,240,133000,True,False,False,False,False
492,6,2006,2006,728,728,1456,2,8,2006.0,2,429,172785,False,True,False,False,True
493,5,1960,1960,1269,1269,1269,1,6,1964.0,1,308,155000,True,False,False,False,True
494,5,1938,1996,190,886,886,1,4,1938.0,1,273,91300,True,False,False,False,True
495,4,1920,1950,720,720,720,1,4,,0,0,34900,True,False,False,False,True
496,8,1992,1993,3200,3228,3228,3,10,1992.0,2,546,430000,False,True,False,False,False
497,7,1925,1950,1026,1133,1820,2,8,1925.0,1,240,184000,True,True,False,False,True
498,5,1967,2004,864,899,899,1,5,1967.0,1,288,130000,True,True,False,False,False
499,5,1958,1985,912,912,912,1,5,1958.0,1,297,120000,True,False,False,False,True
500,6,1973,1973,672,672,1218,1,7,1973.0,1,264,113000,True,False,False,False,True
501,7,2005,2005,866,866,1768,2,7,2005.0,2,603,226700,False,True,False,False,False
502,5,1965,1965,1214,1214,1214,1,6,1965.0,2,461,140000,True,False,False,False,True
503,7,1959,1997,1501,1801,1801,2,6,1959.0,2,484,289000,True,False,False,False,True
504,6,1974,1974,855,855,1322,2,6,1974.0,2,440,147000,True,False,False,False,True
505,5,1952,1952,960,960,1960,2,10,1952.0,2,400,124500,True,False,False,False,True
506,8,1993,1994,777,1065,1911,2,8,1993.0,2,471,215000,False,True,False,False,False
507,6,2009,2009,1218,1218,1218,2,4,2009.0,2,676,208300,False,True,False,False,False
508,7,1928,2005,689,689,1378,2,7,1928.0,2,360,161000,True,False,False,False,False
509,5,1959,1959,1041,1041,1041,1,6,1959.0,1,270,124500,True,False,False,False,True
510,5,1951,2000,1008,1363,1363,1,6,1951.0,1,288,164900,False,False,False,False,True
511,7,2005,2006,1368,1368,1368,2,6,2005.0,2,474,202665,False,True,False,False,False
512,5,1958,1958,864,864,864,1,5,1964.0,2,624,129900,True,False,False,False,True
513,6,1983,1983,1084,1080,1080,1,5,1983.0,2,484,134000,True,True,False,False,True
514,5,1926,1950,768,789,789,1,5,1926.0,1,200,96500,True,False,False,False,True
515,10,2009,2009,2006,2020,2020,2,9,2009.0,3,900,402861,False,False,True,True,False
516,6,1972,1972,689,1378,2119,2,7,1972.0,2,583,158000,True,False,False,False,True
517,7,1996,1997,1264,1277,2344,2,7,1996.0,3,889,265000,False,True,False,False,False
518,6,1998,1998,794,882,1796,2,7,1998.0,2,546,211000,True,True,False,False,True
519,7,1926,2004,1276,1276,2080,1,9,1926.0,1,282,234000,False,False,False,False,False
520,4,1900,2000,0,694,1294,2,7,,0,0,106250,True,False,False,False,True
521,6,1957,1957,1244,1244,1244,1,6,1957.0,1,336,150000,True,False,False,False,True
522,6,1947,1950,1004,1004,1664,2,7,1950.0,2,420,159000,True,False,False,False,True
523,10,2007,2008,3138,3138,4676,3,11,2007.0,3,884,184750,False,True,True,True,False
524,7,1996,1997,1379,1383,2398,2,8,1996.0,3,834,315750,False,True,False,False,False
525,7,2005,2005,1257,1266,1266,2,6,2005.0,2,453,176000,False,True,False,False,False
526,5,1956,2000,928,928,928,1,4,1956.0,1,252,132000,True,False,False,False,True
527,9,2008,2008,1452,1476,2713,2,11,2008.0,3,858,446261,False,True,True,True,False
528,4,1920,2002,528,605,605,1,5,,0,0,86000,True,False,False,False,True
529,6,1957,1975,2035,2515,2515,3,9,1975.0,2,484,200624,False,True,False,False,True
530,6,1988,1989,1461,1509,1509,2,5,1988.0,2,600,175000,False,False,False,False,False
531,6,1920,1999,611,751,1362,2,6,1920.0,2,502,128000,True,False,False,False,True
532,5,1955,2007,0,827,827,1,5,1967.0,1,392,107500,True,False,False,False,True
533,1,1946,1950,0,334,334,1,2,,0,0,39300,False,False,False,False,False
534,8,2004,2004,707,707,1414,2,6,2004.0,2,403,178000,False,True,True,False,False
535,5,1910,1991,1117,820,1347,1,5,,0,0,107500,True,False,False,False,True
536,7,1998,1999,880,880,1724,2,8,1998.0,2,527,188000,True,True,False,False,False
537,4,1972,1972,864,864,864,1,5,1980.0,2,576,111250,True,False,False,False,True
538,5,1968,1968,1051,1159,1159,1,7,1968.0,1,336,158000,True,False,False,False,True
539,8,2001,2002,1581,1601,1601,2,6,2001.0,2,670,272000,False,True,False,False,False
540,9,2006,2006,1838,1838,1838,2,8,2006.0,3,765,315000,False,True,True,True,False
541,8,2000,2000,969,997,2285,2,8,2000.0,3,648,248000,False,True,False,False,False
542,7,1998,1999,1650,1680,1680,2,7,1998.0,2,583,213250,False,True,True,False,False
543,7,1998,1998,723,767,767,1,4,1998.0,1,367,133000,True,True,False,False,True
544,7,2006,2006,654,664,1496,2,7,2006.0,2,426,179665,False,True,False,False,False
545,7,1988,1988,1204,1377,2183,2,9,1988.0,3,786,229000,False,True,False,False,False
546,6,1923,1950,1065,915,1635,1,6,1950.0,2,440,210000,True,False,False,False,True
547,5,1970,1970,768,768,768,1,5,1987.0,2,624,129500,True,False,False,False,True
548,5,1955,1995,825,825,825,1,4,1963.0,2,720,125000,True,False,False,False,True
549,7,2003,2004,912,912,2094,2,8,2003.0,2,615,263000,False,True,False,False,False
550,6,1977,1977,1069,1069,1069,2,4,1977.0,2,440,140000,True,False,False,False,True
551,5,1957,1957,928,928,928,1,5,1957.0,1,288,112500,True,False,False,False,True
552,8,2006,2006,1709,1717,1717,2,7,2006.0,3,908,255500,False,True,True,False,False
553,4,1949,2003,0,1126,1126,2,5,2002.0,2,520,108000,True,False,False,False,False
554,7,2003,2004,998,1006,2046,2,8,2003.0,3,871,284000,False,True,False,False,False
555,5,1922,1950,993,1048,1048,1,5,1922.0,1,280,113000,True,False,False,False,True
556,5,1957,1957,1092,1092,1092,1,6,1957.0,1,299,141000,True,False,False,False,True
557,4,1920,1950,637,897,1336,1,7,1994.0,1,570,108000,True,False,False,False,True
558,7,1996,1997,729,729,1446,2,6,1996.0,2,406,175000,True,True,False,False,True
559,7,2003,2004,1374,1557,1557,2,7,2003.0,2,420,234000,False,True,False,False,False
560,5,1957,1996,1392,1392,1392,1,5,1957.0,2,528,121500,True,False,False,False,True
561,5,1974,1975,1389,1389,1389,1,6,1975.0,2,418,170000,True,False,False,False,True
562,5,1940,1969,996,996,996,1,6,,0,0,108000,True,False,False,False,True
563,6,1918,1950,1163,1163,1674,2,8,1955.0,2,396,185000,True,False,False,False,True
564,7,1992,2000,1095,1166,2295,2,9,1992.0,2,590,268000,False,True,False,False,False
565,6,1915,1950,806,841,1647,1,6,1920.0,1,216,128000,True,True,False,False,False
566,9,2005,2007,1122,1134,2504,2,11,2005.0,3,656,325000,False,True,False,True,False
567,7,2004,2004,1517,1535,1535,2,7,2004.0,2,532,214000,False,True,False,False,False
568,8,1983,2009,1496,1496,2132,1,5,1983.0,2,612,316600,False,False,False,False,False
569,5,1979,1979,943,943,943,1,4,1979.0,2,600,135960,True,False,False,False,True
570,5,1965,1965,1728,1728,1728,2,10,1987.0,2,576,142600,True,False,False,False,True
571,6,1959,1959,864,864,864,1,4,1959.0,1,288,120000,True,False,False,False,False
572,7,2009,2009,846,846,1692,2,6,2009.0,2,650,224500,True,True,True,False,False
573,7,2000,2000,384,774,1430,2,8,2000.0,2,400,170000,True,True,False,False,True
574,5,1971,2005,372,576,1109,1,5,1971.0,1,288,139000,True,False,False,False,True
575,5,1947,1950,832,832,1216,1,6,1947.0,1,336,118500,True,False,False,False,True
576,7,1928,1950,861,877,1477,2,6,1928.0,1,216,145000,True,False,False,False,True
577,5,1966,1966,1164,1320,1320,1,6,1966.0,2,564,164500,True,False,False,False,True
578,7,2007,2007,689,703,1392,2,5,2007.0,2,540,146000,False,True,False,False,False
579,5,1954,1954,1050,1050,1795,2,7,1954.0,1,352,131500,True,False,False,False,True
580,6,1960,1987,1144,1429,1429,1,7,1960.0,2,572,181900,True,False,False,False,False
581,8,2008,2009,2042,2042,2042,2,8,2009.0,3,1390,253293,False,True,True,True,False
582,6,1990,1990,816,816,816,1,5,,0,0,118500,True,False,False,False,True
583,10,1893,2000,1237,1521,2775,3,9,1988.0,2,880,325000,False,False,False,False,False
584,4,1935,1995,884,989,1573,1,6,1935.0,1,240,133000,True,False,False,False,False
585,8,2005,2006,1868,2028,2028,2,7,2005.0,3,880,369900,False,True,True,False,False
586,6,1918,2000,816,838,838,1,5,1961.0,1,275,130000,True,False,False,False,False
587,5,1982,1982,840,860,860,1,4,1996.0,2,528,137000,True,False,False,False,True
588,5,1968,2003,1437,1473,1473,1,5,1968.0,1,452,143000,True,False,False,True,False
589,5,1930,1960,742,779,935,1,4,1988.0,1,308,79500,True,False,False,False,True
590,7,2004,2004,770,770,1582,2,6,2004.0,2,520,185900,False,True,False,False,False
591,10,2008,2008,1722,1728,2296,2,10,2008.0,3,842,451950,False,True,True,True,False
592,5,1982,2003,816,816,816,1,4,1985.0,2,816,138000,True,True,False,False,True
593,6,2003,2003,848,848,848,1,4,2003.0,2,420,140000,False,True,False,False,False
594,5,1975,1975,924,924,924,1,5,1981.0,1,280,110000,True,False,False,False,True
595,8,2005,2006,1814,1826,1826,2,7,2005.0,3,758,319000,False,True,False,False,False
596,6,1910,1993,684,684,1368,1,7,1930.0,1,216,114504,True,False,False,False,True
597,7,2006,2007,1258,1402,1402,0,7,2006.0,3,648,194201,False,True,True,False,False
598,5,1977,1977,1430,1647,1647,2,7,1977.0,2,621,217500,True,False,False,False,False
599,6,1980,1980,716,716,1556,2,6,1980.0,2,452,151000,True,False,False,False,True
600,8,2005,2005,1058,1058,1904,2,8,2003.0,2,736,275000,False,True,False,True,False
601,6,1937,1950,780,780,1375,1,6,1979.0,1,544,141000,True,True,False,False,False
602,8,1992,1992,908,927,1915,2,8,1992.0,2,506,220000,False,True,False,False,False
603,7,2004,2005,600,600,1200,2,4,2004.0,2,480,151000,False,True,False,False,False
604,7,2002,2002,1494,1494,1494,2,6,2002.0,2,530,221000,False,True,False,False,False
605,7,1965,1990,768,1186,1986,2,7,1965.0,2,486,205000,True,False,False,False,True
606,5,1996,1996,1040,1040,1040,1,6,2000.0,2,576,152000,True,True,False,False,False
607,5,1948,2002,896,1112,2008,3,8,1948.0,1,230,225000,True,False,False,True,False
608,8,1934,1998,965,1940,3194,2,10,1934.0,2,380,359100,True,True,False,False,True
609,4,1961,1961,1029,1029,1029,1,5,1961.0,1,261,118500,True,False,False,False,True
610,9,2000,2000,1440,1476,2153,2,8,2000.0,3,736,313000,False,True,True,True,False
611,6,1978,1978,1032,1032,1032,2,6,1978.0,2,564,148000,True,False,False,False,True
612,8,2001,2001,1299,1299,1872,2,7,2001.0,2,531,261500,False,True,False,True,False
613,5,2007,2007,1120,1120,1120,1,6,,0,0,147000,True,True,False,False,True
614,4,1972,1972,630,630,630,1,3,,0,0,75500,True,False,False,False,True
615,6,1963,1963,936,1054,1054,1,6,1963.0,2,480,137500,True,True,False,False,False
616,6,2002,2003,783,807,1509,2,7,2002.0,2,393,183200,False,True,False,False,False
617,6,1954,1954,832,832,832,1,4,1962.0,2,528,105500,True,False,False,False,False
618,9,2007,2007,1822,1828,1828,2,9,2007.0,3,774,314813,False,True,True,False,False
619,8,2003,2003,1482,1482,2262,2,10,2003.0,3,749,305000,False,True,False,False,False
620,3,1914,1950,864,864,864,1,5,,0,0,67000,True,False,False,False,True
621,6,1974,1997,1522,1548,2614,2,9,1974.0,2,624,240000,True,False,False,False,True
622,5,1977,1977,980,980,980,1,6,1986.0,2,484,135000,True,False,False,False,True
623,6,2000,2000,756,756,1512,2,4,2000.0,2,440,168500,False,True,False,False,False
624,6,1972,1972,732,1012,1790,1,8,1972.0,2,484,165150,True,False,False,False,True
625,6,1962,1962,1116,1116,1116,1,5,1962.0,2,440,160000,True,False,False,False,True
626,5,1960,1978,978,1422,1422,1,6,1960.0,1,286,139900,True,False,False,False,True
627,6,1955,1972,1156,1520,1520,1,7,1955.0,1,364,153000,True,False,False,False,True
628,5,1969,1969,1040,1040,2080,1,9,1969.0,2,504,135000,True,True,False,False,False
629,6,1964,1964,1248,1350,1350,1,6,1964.0,2,520,168500,True,False,False,False,True
